Proposal Number,Project number,Account Name,Opportunity Name,Confidence,Stage,Probability (%),Close Date,Carnet Assignment,Date of Carnet Assignment,Durée du Projet (Nb. de semaines),Nb. Hrs. Atelier (Sans Contingence),Nb. Hrs. Élec. (Sans Contingence,Nb. Hrs. Gestion,Nb. Hrs. Logiciel (Sans Contingence),Nb. Hrs. Mec. (Sans Contingence),Nb. Hrs. Procédé (Sans Contingence),Nb. Hrs. RC (Sans Contingence),Nb. Hrs. Robot (Sans Contingence),Main Process Type,Secondary Process Type,Third Process Type,SharePoint
5371,,BTL (Blades Technology Ltd),05371 - Support Contract,100% Closed Won,Closed Won,100,20/08/2018,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05371&v=search"" target=""_blank"">SharePoint Reference</a>"
5611,,GEE Greenville (MRO),Spare Parts,100% Closed Won,Closed Won,100,22/08/2018,,,,,,,,,,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05611&v=search"" target=""_blank"">SharePoint Reference</a>"
5596,C-05181,Zodiac Aerospace (Kirkland),Service - appel d-urgence,100% Closed Won,Closed Won,100,30/08/2018,,,,,,,,,,,,Painting - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05596&v=search"" target=""_blank"">SharePoint Reference</a>"
5597,,RDC Control,Appel de service 7 aout 2018,100% Closed Won,Closed Won,100,31/08/2018,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05597&v=search"" target=""_blank"">SharePoint Reference</a>"
5612,,GEA Rutland,Spare Parts,100% Closed Won,Closed Won,100,4/9/2018,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05612&v=search"" target=""_blank"">SharePoint Reference</a>"
5617,,Reliable Automatic Sprinkler,Spare Parts ST54282,100% Closed Won,Closed Won,100,4/9/2018,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05617&v=search"" target=""_blank"">SharePoint Reference</a>"
5624,,Detour Gold,SP - 45000045433,100% Closed Won,Closed Won,100,12/9/2018,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05624&v=search"" target=""_blank"">SharePoint Reference</a>"
5625,C-00509,Reliable Automatic Sprinkler,SP - ST55393,100% Closed Won,Closed Won,100,12/9/2018,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05625&v=search"" target=""_blank"">SharePoint Reference</a>"
5560,,Pratt & Whitney Canada Mirabel,05560 - services - Divers suite de C-04939,100% Closed Won,Closed Won,100,12/9/2018,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05560&v=search"" target=""_blank"">SharePoint Reference</a>"
5637,C-04766,Lisi (Marmande),SP P422432,100% Closed Won,Closed Won,100,20/09/2018,,,,,,,,,,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05637&v=search"" target=""_blank"">SharePoint Reference</a>"
5557,,Pratt & Whitney Canada Lethbridge,Spare Parts,100% Closed Won,Closed Won,100,21/09/2018,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05557&v=search"" target=""_blank"">SharePoint Reference</a>"
5595,,Koyo Bearings,05595 - Support - Banque d-heure remote et onsite,100% Closed Won,Closed Won,100,21/09/2018,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05595&v=search"" target=""_blank"">SharePoint Reference</a>"
5630,C-00176,I-Buff Pneus Chartrand,Pneu Trudeau,100% Closed Won,Closed Won,100,24/09/2018,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05630&v=search"" target=""_blank"">SharePoint Reference</a>"
5592,,Pratt & Whitney Canada Longueuil,05592 - Service Laser Marker modifications,100% Closed Won,Closed Won,100,24/09/2018,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05592&v=search"" target=""_blank"">SharePoint Reference</a>"
5627,,Nova Bus,services - demande de dessin,100% Closed Won,Closed Won,100,1/10/2018,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05627&v=search"" target=""_blank"">SharePoint Reference</a>"
5654,,Turbine Jet,Spare Parts UPS,100% Closed Won,Closed Won,100,10/10/2018,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05654&v=search"" target=""_blank"">SharePoint Reference</a>"
5663,C-04753,International rectifiers,Spare Parts 5500099783,100% Closed Won,Closed Won,100,12/10/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05663&v=search"" target=""_blank"">SharePoint Reference</a>"
5657,C-04753,International rectifiers,SP 5500098513,100% Closed Won,Closed Won,100,12/10/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05657&v=search"" target=""_blank"">SharePoint Reference</a>"
5671,C-04753,International rectifiers,Spare Parts 5500099553,100% Closed Won,Closed Won,100,16/10/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05671&v=search"" target=""_blank"">SharePoint Reference</a>"
5650,C-00176,I-Buff Pneus Chartrand,Spare Parts,100% Closed Won,Closed Won,100,16/10/2018,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05650&v=search"" target=""_blank"">SharePoint Reference</a>"
5562,,BWXT Nuclear Energy Canada Inc.,05562 - Service - Bundle welder and resolution improvement,100% Closed Won,Closed Won,100,18/10/2018,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05562&v=search"" target=""_blank"">SharePoint Reference</a>"
5689,C-04940,Wesco,SP 4503342523,100% Closed Won,Closed Won,100,19/10/2018,,,,,,,,,,,,Machine Vision & Custom AVI,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05689&v=search"" target=""_blank"">SharePoint Reference</a>"
5693,,International rectifiers,SP 55000100414,100% Closed Won,Closed Won,100,29/10/2018,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05693&v=search"" target=""_blank"">SharePoint Reference</a>"
5681,,Reliable Automatic Sprinkler,SP ST55761,100% Closed Won,Closed Won,100,29/10/2018,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05681&v=search"" target=""_blank"">SharePoint Reference</a>"
5572,,Propulsion Technologies International,Spare parts list,100% Closed Won,Closed Won,100,31/10/2018,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05572&v=search"" target=""_blank"">SharePoint Reference</a>"
5702,C-04753,International rectifiers,SP 5500100577,100% Closed Won,Closed Won,100,31/10/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05702&v=search"" target=""_blank"">SharePoint Reference</a>"
5706,,Reliable Automatic Sprinkler,SP ST56156,100% Closed Won,Closed Won,100,6/11/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05706&v=search"" target=""_blank"">SharePoint Reference</a>"
5711,,International rectifiers,SP 5500100882,100% Closed Won,Closed Won,100,7/11/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05711&v=search"" target=""_blank"">SharePoint Reference</a>"
5705,,Zodiac Aerospace (Kirkland),Spare Parts,100% Closed Won,Closed Won,100,8/11/2018,,,,,,,,,,,,Painting - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05705&v=search"" target=""_blank"">SharePoint Reference</a>"
5692,,MDA Corporation,Nouvelle recette,100% Closed Won,Closed Won,100,9/11/2018,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05692&v=search"" target=""_blank"">SharePoint Reference</a>"
5570,,Lisi (Bologne),RetroFit pour Profilage Classe F+ pour transfert RD3 GE9X,100% Closed Won,Closed Won,100,9/11/2018,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05570&v=search"" target=""_blank"">SharePoint Reference</a>"
5715,,International rectifiers,SP 5500100122,100% Closed Won,Closed Won,100,12/11/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05715&v=search"" target=""_blank"">SharePoint Reference</a>"
5714,,Wesco,SP 4503357088,100% Closed Won,Closed Won,100,14/11/2018,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05714&v=search"" target=""_blank"">SharePoint Reference</a>"
5260,,BWXT Nuclear Energy Canada Inc.,Support 2018,100% Closed Won,Closed Won,100,14/11/2018,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05260&v=search"" target=""_blank"">SharePoint Reference</a>"
5733,T-00005,CIMA Technologies,SP-P34870,100% Closed Won,Closed Won,100,20/11/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05733&v=search"" target=""_blank"">SharePoint Reference</a>"
5672,,Robot Reels,05672 - Robot Reels - Meridian,100% Closed Won,Closed Won,100,21/11/2018,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05672&v=search"" target=""_blank"">SharePoint Reference</a>"
5736,,Trimpot Electronicas,Spare parts,100% Closed Won,Closed Won,100,21/11/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05736&v=search"" target=""_blank"">SharePoint Reference</a>"
5730,,BAIN MAGIQUE,Spare parts,100% Closed Won,Closed Won,100,21/11/2018,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05730&v=search"" target=""_blank"">SharePoint Reference</a>"
5745,T-00002,International rectifiers,SP5500101381,100% Closed Won,Closed Won,100,23/11/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05745&v=search"" target=""_blank"">SharePoint Reference</a>"
5748,T-00004,Reliable Automatic Sprinkler,spare parts,100% Closed Won,Closed Won,100,27/11/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05748&v=search"" target=""_blank"">SharePoint Reference</a>"
5761,T-00004,Reliable Automatic Sprinkler,SP ST56595,100% Closed Won,Closed Won,100,27/11/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05761&v=search"" target=""_blank"">SharePoint Reference</a>"
5756,T-00002,International rectifiers,SP 5500101204,100% Closed Won,Closed Won,100,30/11/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05756&v=search"" target=""_blank"">SharePoint Reference</a>"
5757,,International rectifiers,SP 5500101600,100% Closed Won,Closed Won,100,3/12/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05757&v=search"" target=""_blank"">SharePoint Reference</a>"
5602,,GEA Hooksett,05602 - onsite support,100% Closed Won,Closed Won,100,6/12/2018,,,,,,,,,,736,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05602&v=search"" target=""_blank"">SharePoint Reference</a>"
5765,T-00002,International rectifiers,SP 5500101832,100% Closed Won,Closed Won,100,7/12/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05765&v=search"" target=""_blank"">SharePoint Reference</a>"
5782,T-00002,IR Mexico (International Rectifiers Mexico),Spare parts 5500102201,100% Closed Won,Closed Won,100,18/12/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05782&v=search"" target=""_blank"">SharePoint Reference</a>"
5675,,Revision Military - Essex Junction,remote support,100% Closed Won,Closed Won,100,18/12/2018,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05675&v=search"" target=""_blank"">SharePoint Reference</a>"
5493,,Revision Military - Essex Junction,Service New gripper programming,100% Closed Won,Closed Won,100,18/12/2018,,,,0,0,3,0,8,0,22,0,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05493&v=search"" target=""_blank"">SharePoint Reference</a>"
5229,,Zodiac Aerospace (Kirkland),Banque Heures Support,100% Closed Won,Closed Won,100,18/12/2018,,,,,,,,,,,,Painting - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05229&v=search"" target=""_blank"">SharePoint Reference</a>"
5795,T-00002,IR Mexico (International Rectifiers Mexico),SP 5500102312 Tempered Glass Window,100% Closed Won,Closed Won,100,19/12/2018,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05795&v=search"" target=""_blank"">SharePoint Reference</a>"
5796,,Lisi (Marmande),SP P428882-00 Filtres,100% Closed Won,Closed Won,100,20/12/2018,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05796&v=search"" target=""_blank"">SharePoint Reference</a>"
5793,,Detour Gold,Micro Pilot FMR52,100% Closed Won,Closed Won,100,29/12/2018,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05793&v=search"" target=""_blank"">SharePoint Reference</a>"
5798,T-00002,IR Mexico (International Rectifiers Mexico),Spare parts 5500102629,100% Closed Won,Closed Won,100,10/1/2019,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05798&v=search"" target=""_blank"">SharePoint Reference</a>"
5800,T-00011,Detour Gold,Spare parts - 4500061013,100% Closed Won,Closed Won,100,12/1/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05800&v=search"" target=""_blank"">SharePoint Reference</a>"
5699,T-00012,Safran Aircraft Engines (Gennevilliers),SP 1re partie,100% Closed Won,Closed Won,100,15/01/2019,,,,,,,,,,,,Cosmetic Polishing,Pin Blending,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05699&v=search"" target=""_blank"">SharePoint Reference</a>"
5700,T-00012,Safran Aircraft Engines (Gennevilliers),SP 2eme partie,100% Closed Won,Closed Won,100,15/01/2019,,,,,,,,,,,,Cosmetic Polishing,Pin Blending,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05700&v=search"" target=""_blank"">SharePoint Reference</a>"
5802,,Blue Solution (Batscap),SP McMaster,100% Closed Won,Closed Won,100,17/01/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05802&v=search"" target=""_blank"">SharePoint Reference</a>"
5803,T-00002,IR Mexico (International Rectifiers Mexico),SP 5500102980,100% Closed Won,Closed Won,100,18/01/2019,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05803&v=search"" target=""_blank"">SharePoint Reference</a>"
5713,,BTL (Blades Technology Ltd),Services - part prep,100% Closed Won,Closed Won,100,20/01/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05713&v=search"" target=""_blank"">SharePoint Reference</a>"
5824,,GEA Bromont,SP Camera reconnaissance de pièce,100% Closed Won,Closed Won,100,21/01/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05824&v=search"" target=""_blank"">SharePoint Reference</a>"
5806,T-00014,Wolseley Industrial Group,SP - shafts PO W394-4479,100% Closed Won,Closed Won,100,21/01/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05806&v=search"" target=""_blank"">SharePoint Reference</a>"
5810,T-00002,IR Mexico (International Rectifiers Mexico),SP 5500103274,100% Closed Won,Closed Won,100,25/01/2019,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05810&v=search"" target=""_blank"">SharePoint Reference</a>"
5670,,BTL (Blades Technology Ltd),Tri-blend retrofit phase 1 study,100% Closed Won,Closed Won,100,27/01/2019,,,,4,14,25,52,64,224,0,98,Tri-Blend,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05670&v=search"" target=""_blank"">SharePoint Reference</a>"
5811,T-00011,Detour Gold,SP - Teleflo Switch - PO 4500061609,100% Closed Won,Closed Won,100,27/01/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05811&v=search"" target=""_blank"">SharePoint Reference</a>"
5674,,TruckPro,PC swap and remote support,100% Closed Won,Closed Won,100,28/01/2019,,,,,,,,,,200,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05674&v=search"" target=""_blank"">SharePoint Reference</a>"
5826,T-00002,International rectifiers,SP 5500103457,100% Closed Won,Closed Won,100,1/2/2019,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05826&v=search"" target=""_blank"">SharePoint Reference</a>"
5835,C-00930,Héroux Devtek (Laval),Appel du 4 Février 2019,100% Closed Won,Closed Won,100,4/2/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05835&v=search"" target=""_blank"">SharePoint Reference</a>"
5812,,Koyo Bearings,SP lentille Fujinon H505A-1,100% Closed Won,Closed Won,100,6/2/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05812&v=search"" target=""_blank"">SharePoint Reference</a>"
5838,T-00004,Reliable Automatic Sprinkler,SP PO ST57542,100% Closed Won,Closed Won,100,8/2/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05838&v=search"" target=""_blank"">SharePoint Reference</a>"
5829,,Zodiac Aerospace (Kirkland),Bearings for IMAC robot,100% Closed Won,Closed Won,100,8/2/2019,,,,,,,,,,,,Painting - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05829&v=search"" target=""_blank"">SharePoint Reference</a>"
5832,,Lake Eerie Abrasives,SP Terry Tool Right Angle,100% Closed Won,Closed Won,100,8/2/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05832&v=search"" target=""_blank"">SharePoint Reference</a>"
5868,,Pratt & Whitney Canada Longueuil,Appel de service K+S,100% Closed Won,Closed Won,100,8/2/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05868&v=search"" target=""_blank"">SharePoint Reference</a>"
5841,T-00010,Lisi (Marmande),SP Filtres,100% Closed Won,Closed Won,100,11/2/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05841&v=search"" target=""_blank"">SharePoint Reference</a>"
5827,,GEA Bromont,Bol vibrant 024-000-0491,100% Closed Won,Closed Won,100,20/02/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05827&v=search"" target=""_blank"">SharePoint Reference</a>"
5849,,MDA Corporation,Nouvelles recettes,100% Closed Won,Closed Won,100,20/02/2019,,,,,,,,,,30,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05849&v=search"" target=""_blank"">SharePoint Reference</a>"
5855,,Sogenix,Support - Electromec,100% Closed Won,Closed Won,100,21/02/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05855&v=search"" target=""_blank"">SharePoint Reference</a>"
5860,T-00002,International rectifiers,SP 5500104085,100% Closed Won,Closed Won,100,22/02/2019,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05860&v=search"" target=""_blank"">SharePoint Reference</a>"
5780,,Fuji Electric Philippines,Spare Parts Heaters,100% Closed Won,Closed Won,100,22/02/2019,,,,,,,,,,,,CORFIN LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05780&v=search"" target=""_blank"">SharePoint Reference</a>"
